Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Panier,shipping_delay,profit_margin,delivery_time
6145,CA-2017-151190,2017-06-27,2017-07-01,Standard Class,ab4294ca26aebd391c68a3bd909cd38745b1887c6553fceb047d5e127ea42699,Consumer,United States,Omaha,Omaha,68104.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07,3.0,0.0,9.2322,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",4 days,0.46,4.0
6146,CA-2014-133543,2014-12-22,2014-12-26,Standard Class,a59c08c62ffbfe649f3b9c7a573f8c9ce239f0ac69816261964696e32db27f8d,Consumer,United States,San Jose,San Jose,95123.0,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76,4.0,0.0,3.1752,Newell 332,4 days,0.26999999999999996,4.0
6147,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,3c11e2192e8c629b42184b209feb998984ac969fc5a0301b4ef6c7c39e7ddd24,Corporate,United States,San Francisco,San Francisco,94122.0,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76,4.0,0.0,3.1752,Newell 332,4 days,0.26999999999999996,4.0
6148,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,3c11e2192e8c629b42184b209feb998984ac969fc5a0301b4ef6c7c39e7ddd24,Corporate,United States,San Francisco,San Francisco,94122.0,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,40.736,2.0,0.2,14.7668,Canvas Sectional Post Binders,4 days,0.36250000000000004,4.0
6149,CA-2016-161928,2016-06-27,2016-06-29,Second Class,434c95e27fb4646fa7c092ed3f1a2cb747da3c5d0dfa0f800a441ccd5bde2da5,Consumer,United States,San Francisco,San Francisco,94109.0,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2.0,0.2,12.599,Ooma Telo VoIP Home Phone System,2 days,0.0625,2.0
6150,CA-2017-101322,2017-12-28,2017-12-31,First Class,fb960f6625100c9b005be7f6dd7526455f25af0fc66897abcafecc567944c6f2,Corporate,United States,Long Beach,Long Beach,90805.0,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,340.704,6.0,0.2,-34.0704,Novimex Turbo Task Chair,3 days,-0.09999999999999999,3.0
6151,US-2016-106600,2016-04-08,2016-04-11,First Class,f53051266f873411846e70d3905947127de4a296a6bf97e63c5e5d90840e69b9,Consumer,United States,Columbus,Columbus,31907.0,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5.0,0.0,7.2576,"Hon Metal Bookcases, Black",3 days,0.020449704142011835,3.0
6152,CA-2014-111871,2014-03-18,2014-03-21,Second Class,92700ed5f9ada6df1bd9ccd1c6e855261301c397b78f252f911b615cb016a520,Home Office,United States,San Francisco,San Francisco,94110.0,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",40.74,,0.15,70.49,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3 days,1.7302405498281785,3.0
6153,CA-2017-139437,2017-07-03,2017-07-08,Standard Class,6cd60d9de9edad8925a51eb6793bacf1eb2ee5b696f8e524ffe3284ad6c5d577,Consumer,United States,Los Angeles,Los Angeles,90004.0,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4.0,0.0,0.8792,Rogers Deluxe File Chest,5 days,0.01,5.0
6154,CA-2017-151484,2017-04-20,2017-04-23,First Class,e950fecebe8703c480d06a3580c1ab9fa6b040ee6bb8c95d7cc5cd65c425a188,Corporate,United States,Philadelphia,Philadelphia,19120.0,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2.0,0.2,10.3936,"Computer Room Manger, 14""",3 days,0.19999999999999998,3.0
6155,CA-2017-151484,2017-04-20,2017-04-23,First Class,e950fecebe8703c480d06a3580c1ab9fa6b040ee6bb8c95d7cc5cd65c425a188,Corporate,United States,Philadelphia,Philadelphia,19120.0,East,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3.0,0.2,5.7753,"Sortfiler Multipurpose Personal File Organizer, Black",3 days,0.1125,3.0
6156,CA-2017-151484,2017-04-20,2017-04-23,First Class,e950fecebe8703c480d06a3580c1ab9fa6b040ee6bb8c95d7cc5cd65c425a188,Corporate,United States,Philadelphia,Philadelphia,19120.0,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704,1.0,0.2,33.2704,Deluxe Rollaway Locking File with Drawer,3 days,0.1,3.0
6157,CA-2017-151484,2017-04-20,2017-04-23,First Class,e950fecebe8703c480d06a3580c1ab9fa6b040ee6bb8c95d7cc5cd65c425a188,Corporate,United States,Philadelphia,Philadelphia,19120.0,East,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,3.0,0.2,9.5418,"Executive Impressions 12"" Wall Clock",3 days,0.225,3.0
6158,CA-2016-104150,2016-08-03,2016-08-05,Second Class,19e872f5d8f2f6a244e5a7417c6639dccc45735e544aec8ff0629b5e03f5fb44,Consumer,United States,Tulsa,Tulsa,74133.0,Central,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3.0,0.0,38.3238,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",2 days,0.47,2.0
6159,CA-2016-104150,2016-08-03,2016-08-05,Second Class,19e872f5d8f2f6a244e5a7417c6639dccc45735e544aec8ff0629b5e03f5fb44,Consumer,United States,Tulsa,Tulsa,74133.0,Central,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,12.0,0.0,23.4192,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,2 days,0.13999999999999999,2.0
6160,CA-2016-161025,2016-12-03,2016-12-09,Standard Class,8b0e0038adf6e75309c694cacab11a24a09aa98693ab0b0f4407d248a1c3093b,Consumer,United States,Los Angeles,Los Angeles,90049.0,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,40.74,4.0,0.0,7.2576,Fellowes Staxonsteel Drawer Files,6 days,0.1781443298969072,6.0
6161,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3.0,0.2,28.3479,Cisco 8x8 Inc. 6753i IP Business Phone System,2 days,0.0875,2.0
6162,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,OFF-LA-10000443,Office Supplies,Labels,Avery 501,11.808,4.0,0.2,3.9852,Avery 501,2 days,0.33749999999999997,2.0
6163,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.16,3.0,0.2,1.962,Crate-A-Files,2 days,0.075,2.0
6164,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57,5.0,0.0,-25.737,"Avery Flip-Chart Easel Binder, Black",2 days,-0.7666666666666666,2.0
6165,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,,3.0,0.2,1.3728,Eldon Wave Desk Accessories,2 days,,2.0
6166,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,20.016,3.0,0.2,5.5044,Document Clip Frames,2 days,0.275,2.0
6167,CA-2014-103989,2014-03-19,2014-03-21,First Class,36a59426f05136c590db1904975483e30e89c2c0e315122520d981c3d82d0da0,Corporate,United States,Lakeland,Lakeland,33801.0,South,TEC-AC-10002647,Technology,Accessories,"LogitechÂ Wireless Boombox Speaker - portable - wireless, wired",170.24,2.0,0.2,53.2,"LogitechÂ Wireless Boombox Speaker - portable - wireless, wired",2 days,0.3125,2.0
6168,CA-2015-142433,2015-04-20,2015-04-25,Standard Class,03cb105570054c13f9cc768fa1462134f4ddbc8077501f712e3be987506ac10a,Consumer,United States,Houston,Houston,77036.0,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,117.456,3.0,0.2,44.046,Xerox 1916,5 days,0.375,5.0
6169,CA-2015-132815,2015-09-19,2015-09-22,Second Class,1f1dc639c18c307a2703d0fcdd60dc317360d863e1ff0117ac7a2a49573b5754,Corporate,United States,Los Angeles,Los Angeles,90008.0,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2.0,0.0,11.2504,Personal Creations Ink Jet Cards and Labels,3 days,0.49,3.0
6170,CA-2014-101266,2014-08-27,2014-08-30,Second Class,c48c711e5da0498639e9097a430cb56bfb4fc449137d9bc82af53c30ce823cfb,Consumer,United States,Springfield,Springfield,22153.0,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2.0,0.0,6.4128,Xerox 1898,3 days,0.48,3.0
6171,CA-2016-141523,2016-12-19,2016-12-24,Second Class,0b3bc5dfa9bb1de600da4f502f79fec94747949a105fc522d0a4de4f25eb2703,Corporate,United States,New York City,New York City,10035.0,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3.0,0.2,11.5587,"GBC Laser Imprintable Binding System Covers, Desert Sand",5 days,0.3375,5.0
6172,CA-2016-141523,2016-12-19,2016-12-24,Second Class,0b3bc5dfa9bb1de600da4f502f79fec94747949a105fc522d0a4de4f25eb2703,Corporate,United States,New York City,New York City,10035.0,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2.0,0.0,1.0208,Newell 326,5 days,0.29,5.0
6173,US-2014-106299,2014-08-02,2014-08-08,Standard Class,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Springfield,Springfield,65807.0,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5.0,0.0,12.549,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,6 days,0.47,6.0
6174,US-2014-106299,2014-08-02,2014-08-08,Standard Class,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Springfield,Springfield,65807.0,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2.0,0.0,9.116,Memorex Micro Travel Drive 4 GB,6 days,0.43,6.0
6175,US-2014-106299,2014-08-02,2014-08-08,Standard Class,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Springfield,Springfield,65807.0,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,40.74,2.0,0.0,7.2576,Smead Adjustable Mobile File Trolley with Lockable Top,6 days,0.1781443298969072,6.0
6176,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,40.74,4.0,0.0,7.2576,Global Comet Stacking Arm Chair,5 days,0.1781443298969072,5.0
6177,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7.0,0.0,24.0688,Recycled Eldon Regeneration Jumbo File,5 days,0.28,5.0
6178,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96,2.0,0.0,57.3212,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",5 days,0.47000000000000003,5.0
6179,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,23.92,4.0,0.0,11.7208,Xerox 193,5 days,0.49,5.0
6180,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2.0,0.0,6.396,Fellowes Bankers Box Stor/Drawer Steel Plus,5 days,0.09999999999999999,5.0
6181,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,40.74,5.0,0.0,7.2576,HTC One Mini,5 days,0.1781443298969072,5.0
6182,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,113.73,3.0,0.0,32.9817,Grandstream GXP1160 VoIP phone,5 days,0.29,5.0
6183,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",14.6,2.0,0.0,6.862,"Angle-D Binders with Locking Rings, Label Holders",5 days,0.47000000000000003,5.0
6184,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,26a8ff701670b51576e953c30c93ea50843d8bd577dcdd1762287cde683ad960,Consumer,United States,Columbia,Columbia,29203.0,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",40.74,8.0,0.0,17.7568,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",5 days,0.4358566519391261,5.0
6185,CA-2016-143609,2016-12-11,2016-12-13,First Class,189487264c1534c55efda0b24b2cbd70070c2505f6d20b17c4b8551d53b152c9,Home Office,United States,Portland,Portland,97206.0,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5.0,0.2,25.245,"Global Fabric Manager's Chair, Dark Gray",2 days,0.0625,2.0
6186,CA-2015-138331,2015-08-07,2015-08-12,Standard Class,4859e5727e4620157a85b9a4efdc97a506b62b921ae80028a04e1bb642c8d317,Consumer,United States,Philadelphia,Philadelphia,19120.0,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,10.0,0.2,10.68,Stanley Contemporary Battery Pencil Sharpeners,5 days,0.1,5.0
6187,CA-2015-138954,2015-11-15,2015-11-17,First Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,New York City,New York City,10035.0,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3.0,0.0,20.5755,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,2 days,0.29000000000000004,2.0
6188,CA-2015-138954,2015-11-15,2015-11-17,First Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,New York City,New York City,10035.0,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,34.944,6.0,0.2,11.7936,Cardinal Holdit Data Disk Pockets,2 days,0.33749999999999997,2.0
6189,CA-2015-138954,2015-11-15,2015-11-17,First Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,New York City,New York City,10035.0,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04,6.0,0.0,35.712,Newell 319,2 days,0.3,2.0
6190,CA-2017-157903,2017-04-04,2017-04-08,Standard Class,043877670a01371fbcd859331f0b5e941cefe9c2849811cbfa302b719aca28e9,Consumer,United States,Des Plaines,Des Plaines,60016.0,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,383.84,4.0,0.2,47.98,Cisco SPA 502G IP Phone,4 days,0.125,4.0
6191,CA-2016-157259,2016-12-24,2016-12-28,Standard Class,8b8c6440700e8a5c60149add6d350ad3ace21906e5206ed13908ee062993183a,Consumer,United States,New York City,New York City,10035.0,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,40.74,9.0,0.0,7.2576,Luxo Adjustable Task Clamp Lamp,4 days,0.1781443298969072,4.0
6192,CA-2017-107986,2017-12-13,2017-12-13,Same Day,5b0a4fb8abc5d4c13054089517d26156fbfc8d93305536523211f40c3e25773e,Consumer,United States,Seattle,Seattle,98103.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3.0,0.0,8.4888,Sterilite Officeware Hinged File Box,0 days,0.26999999999999996,0.0
6193,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,19e872f5d8f2f6a244e5a7417c6639dccc45735e544aec8ff0629b5e03f5fb44,Consumer,United States,Houston,Houston,77095.0,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,5.0,0.2,9.072,Xerox 1931,4 days,0.3499999999999999,4.0
6194,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,19e872f5d8f2f6a244e5a7417c6639dccc45735e544aec8ff0629b5e03f5fb44,Consumer,United States,Houston,Houston,77041.0,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5.0,0.0,-9.8115,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4 days,-1.55,4.0
6195,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,19e872f5d8f2f6a244e5a7417c6639dccc45735e544aec8ff0629b5e03f5fb44,Consumer,United States,Houston,Houston,77095.0,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,75.88,5.0,0.2,26.558,Xerox 1887,4 days,0.35000000000000003,4.0
6196,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,1212e8749bdc3800d2514d8ae53c10b8cbe3a9e4355de5db35f746c510c4603e,Consumer,United States,Philadelphia,Philadelphia,19143.0,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,329.988,2.0,0.4,7.2576,Mitel MiVoice 5330e IP Phone,7 days,0.021993527037346812,7.0
6197,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,1212e8749bdc3800d2514d8ae53c10b8cbe3a9e4355de5db35f746c510c4603e,Consumer,United States,Philadelphia,Philadelphia,19143.0,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,,3.0,0.2,-4.461,Acco Perma 2700 Stacking Storage Drawers,7 days,,7.0
6198,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,1ba433aaaf4bd1519f688d8cfc6c4fc1bf4be5084ae48b34b481a7a864c915b2,Consumer,United States,Columbus,Columbus,47201.0,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",63.77,7.0,0.0,28.6965,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",4 days,0.44999999999999996,4.0
6199,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,1ba433aaaf4bd1519f688d8cfc6c4fc1bf4be5084ae48b34b481a7a864c915b2,Consumer,United States,Columbus,Columbus,47201.0,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,50.97,3.0,0.0,13.2522,Spigen Samsung Galaxy S5 Case Wallet,4 days,0.26,4.0
6200,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,1ba433aaaf4bd1519f688d8cfc6c4fc1bf4be5084ae48b34b481a7a864c915b2,Consumer,United States,Columbus,Columbus,47201.0,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,96.08,2.0,0.0,46.1184,Xerox 1910,4 days,0.48000000000000004,4.0
6201,CA-2015-146675,2015-04-16,2015-04-20,Standard Class,5c83cd27a54ce084b03ba8dc73bdf2f06c267cdc70907d634ae5ef9408b35f63,Consumer,United States,Evanston,Evanston,60201.0,Central,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,40.74,4.0,0.2,7.2576,Canon PC940 Copier,4 days,0.1781443298969072,4.0
6202,CA-2015-146675,2015-04-16,2015-04-20,Standard Class,5c83cd27a54ce084b03ba8dc73bdf2f06c267cdc70907d634ae5ef9408b35f63,Consumer,United States,Evanston,Evanston,60201.0,Central,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,43.56,3.0,0.2,-4.9005,Logitech Keyboard K120,4 days,-0.1125,4.0
6203,CA-2016-118332,2016-12-16,2016-12-23,Standard Class,6b28da9654cbd65c35eb9d7e0bfba9c644124a089716aadd98a56b0bc5a68ae6,Consumer,United States,Apple Valley,Apple Valley,92307.0,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,40.74,5.0,0.2,7.049,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,7 days,0.17302405498281787,7.0
6204,CA-2016-133669,2016-10-21,2016-10-27,Standard Class,bc21ed08e37501336c373ac8ef9678f07749fa3804a7dff5813134abfa0da440,Consumer,United States,Columbus,Columbus,43229.0,East,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,235.152,8.0,0.4,7.2576,Panasonic KX TS208W Corded phone,6 days,0.030863441518677284,6.0
6205,CA-2017-145660,2017-12-01,2017-12-03,First Class,8cebc5c4b99de39702d580daa99702408b42b118a4602fee389a81e872b4508b,Home Office,United States,Marion,Marion,43302.0,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2.0,0.2,1.7352,Magna Visual Magnetic Picture Hangers,2 days,0.225,2.0
6206,CA-2016-133697,2016-10-20,2016-10-24,Second Class,0b77dc33b331c977efbbf2151ab5a60d78e0a8dbec4b537794d85a836f2cc87b,Consumer,United States,Houston,Houston,77095.0,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016,7.0,0.2,15.9425,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",4 days,0.3125,4.0
6207,CA-2016-133697,2016-10-20,2016-10-24,Second Class,0b77dc33b331c977efbbf2151ab5a60d78e0a8dbec4b537794d85a836f2cc87b,Consumer,United States,Houston,Houston,77095.0,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,25.248,4.0,0.2,7.89,Staples,4 days,0.3125,4.0
6208,CA-2016-133697,2016-10-20,2016-10-24,Second Class,0b77dc33b331c977efbbf2151ab5a60d78e0a8dbec4b537794d85a836f2cc87b,Consumer,United States,Houston,Houston,77095.0,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,,0.3,-14.5764,Office Star - Ergonomically Designed Knee Chair,4 days,-0.2571428571428571,4.0
6209,CA-2017-148138,2017-09-29,2017-10-03,Standard Class,ef31767a24d828837d28f04eaf204df006226335b80a0470fe4592444bc40ce5,Corporate,United States,Marion,Marion,43302.0,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2.0,0.2,-6.396,Fellowes Bankers Box Stor/Drawer Steel Plus,4 days,-0.125,4.0
6210,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,0369ac17df128032c356845c2affa7514fec536015f9a12cd48e6adfc3067395,Corporate,United States,Seattle,Seattle,98103.0,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,40.74,9.0,0.2,7.2576,Fellowes PB300 Plastic Comb Binding Machine,7 days,0.1781443298969072,7.0
6211,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,0369ac17df128032c356845c2affa7514fec536015f9a12cd48e6adfc3067395,Corporate,United States,Seattle,Seattle,98103.0,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,40.74,7.0,0.0,7.2576,Letter Size Cart,7 days,0.1781443298969072,7.0
6212,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,0369ac17df128032c356845c2affa7514fec536015f9a12cd48e6adfc3067395,Corporate,United States,Seattle,Seattle,98103.0,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",65.94,3.0,0.0,22.4196,"Contract Clock, 14"", Brown",7 days,0.34,7.0
6213,CA-2017-149944,2017-11-12,2017-11-16,Second Class,f4c79c9a307478fc157b17603620b87ab7c9f92243a9ecf03724c4b61dac93c4,Consumer,United States,Longview,Longview,98632.0,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3.0,0.0,9.12,Staples,4 days,0.5,4.0
6214,CA-2017-149944,2017-11-12,2017-11-16,Second Class,f4c79c9a307478fc157b17603620b87ab7c9f92243a9ecf03724c4b61dac93c4,Consumer,United States,Longview,Longview,98632.0,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2.0,0.0,22.0748,Fellowes Superior 10 Outlet Split Surge Protector,4 days,0.29,4.0
6215,CA-2014-128538,2014-10-11,2014-10-15,Standard Class,b7f4aaf0c47329e2da34fc8352af1fd719ce455aa4e4d7c2324213f0aa66184d,Consumer,United States,Redondo Beach,Redondo Beach,90278.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1.0,0.0,3.7436,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",4 days,0.49,4.0
6216,CA-2015-161711,2015-11-28,,Standard Class,dba71186ea6a4b943441f49f71ece9975cfcf3909a74bc6901d88595b9e00ff8,Corporate,United States,New York City,New York City,10035.0,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3.0,0.0,27.9456,"Executive Impressions 14"" Two-Color Numerals Wall Clock",,0.41000000000000003,
